,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
5064,2008,1,4,5,2222.0,2150,2349.0,2300,WN,1017,N240WN,87.0,70.0,53.0,49.0,32.0,RNO,LAS,345,3.0,31.0,0,N,0,4.0,0.0,17.0,0.0,28.0
5065,2008,1,4,5,1348.0,1340,1502.0,1455,WN,1027,N754SW,74.0,75.0,63.0,7.0,8.0,RNO,LAS,345,4.0,7.0,0,N,0,,,,,
5069,2008,1,4,5,915.0,855,1020.0,1005,WN,2113,N314SW,65.0,70.0,54.0,15.0,20.0,RNO,LAS,345,3.0,8.0,0,N,0,4.0,0.0,0.0,0.0,11.0
5071,2008,1,4,5,1521.0,1445,1631.0,1555,WN,3517,N737JW,70.0,70.0,55.0,36.0,36.0,RNO,LAS,345,3.0,12.0,0,N,0,0.0,21.0,0.0,0.0,15.0
5073,2008,1,4,5,1131.0,1120,1251.0,1240,WN,397,N476WN,80.0,80.0,62.0,11.0,11.0,RNO,LAX,390,4.0,14.0,0,N,0,,,,,
5075,2008,1,4,5,845.0,705,1025.0,825,WN,2554,N286WN,100.0,80.0,90.0,120.0,100.0,RNO,LAX,390,6.0,4.0,0,N,0,100.0,0.0,20.0,0.0,0.0
5076,2008,1,4,5,1057.0,1050,1628.0,1640,WN,324,N788SA,211.0,230.0,196.0,-12.0,7.0,RNO,MDW,1680,7.0,8.0,0,N,0,,,,,
5077,2008,1,4,5,1024.0,1015,1123.0,1110,WN,891,N213WN,59.0,55.0,48.0,13.0,9.0,RNO,OAK,180,4.0,7.0,0,N,0,,,,,
5078,2008,1,4,5,1234.0,1210,1351.0,1305,WN,2719,N463WN,77.0,55.0,61.0,46.0,24.0,RNO,OAK,180,4.0,12.0,0,N,0,10.0,0.0,22.0,0.0,14.0
5083,2008,1,4,5,1638.0,1545,1803.0,1715,WN,2360,N494WN,85.0,90.0,69.0,48.0,53.0,RNO,PDX,444,6.0,10.0,0,N,0,0.0,0.0,0.0,0.0,48.0
5085,2008,1,4,5,2043.0,1720,2328.0,2000,WN,796,N761RR,105.0,100.0,81.0,208.0,203.0,RNO,PHX,601,6.0,18.0,0,N,0,0.0,189.0,5.0,0.0,14.0
5086,2008,1,4,5,939.0,930,1216.0,1210,WN,1006,N267WN,97.0,100.0,83.0,6.0,9.0,RNO,PHX,601,5.0,9.0,0,N,0,,,,,
5087,2008,1,4,5,1213.0,1135,1446.0,1415,WN,1231,N486WN,93.0,100.0,80.0,31.0,38.0,RNO,PHX,601,5.0,8.0,0,N,0,14.0,0.0,0.0,0.0,17.0
5091,2008,1,4,5,1556.0,1530,1731.0,1720,WN,3835,N318SW,95.0,110.0,79.0,11.0,26.0,RNO,SEA,564,6.0,10.0,0,N,0,,,,,
5094,2008,1,4,5,1251.0,1215,1402.0,1315,WN,1002,N704SW,71.0,60.0,57.0,47.0,36.0,RNO,SJC,188,6.0,8.0,0,N,0,22.0,0.0,11.0,0.0,14.0
5095,2008,1,4,5,2049.0,1710,2158.0,1810,WN,1276,N497WN,69.0,60.0,49.0,228.0,219.0,RNO,SJC,188,3.0,17.0,0,N,0,0.0,198.0,9.0,0.0,21.0
5096,2008,1,4,5,1311.0,1240,1528.0,1500,WN,2969,N360SW,77.0,80.0,58.0,28.0,31.0,RNO,SLC,422,3.0,16.0,0,N,0,0.0,10.0,0.0,0.0,18.0
5098,2008,1,4,5,1120.0,1110,1331.0,1330,WN,3047,N269WN,131.0,140.0,121.0,1.0,10.0,RSW,BWI,919,2.0,8.0,0,N,0,,,,,
5099,2008,1,4,5,1946.0,1910,2230.0,2150,WN,3485,N353SW,164.0,160.0,151.0,40.0,36.0,RSW,ISP,1101,4.0,9.0,0,N,0,5.0,0.0,4.0,0.0,31.0
5105,2008,1,4,5,2043.0,1945,2229.0,2140,WN,1169,N664WN,166.0,175.0,156.0,49.0,58.0,RSW,MDW,1105,4.0,6.0,0,N,0,2.0,0.0,0.0,0.0,47.0
5106,2008,1,4,5,1346.0,1340,1547.0,1535,WN,3587,N287WN,181.0,175.0,160.0,12.0,6.0,RSW,MDW,1105,6.0,15.0,0,N,0,,,,,
5108,2008,1,4,5,1504.0,1345,1735.0,1625,WN,294,N251WN,91.0,100.0,78.0,70.0,79.0,SAN,ABQ,628,4.0,9.0,0,N,0,1.0,0.0,0.0,0.0,69.0
5109,2008,1,4,5,1957.0,1930,2224.0,2210,WN,1255,N631SW,87.0,100.0,76.0,14.0,27.0,SAN,ABQ,628,3.0,8.0,0,N,0,,,,,
5112,2008,1,4,5,1622.0,1525,2044.0,2005,WN,2529,N256WN,142.0,160.0,132.0,39.0,57.0,SAN,AUS,1164,3.0,7.0,0,N,0,26.0,0.0,0.0,0.0,13.0
5113,2008,1,4,5,1540.0,1435,2109.0,2015,WN,179,N796SW,209.0,220.0,196.0,54.0,65.0,SAN,BNA,1751,4.0,9.0,0,N,0,1.0,0.0,0.0,0.0,53.0
5114,2008,1,4,5,1022.0,930,1600.0,1510,WN,764,N603SW,218.0,220.0,205.0,50.0,52.0,SAN,BNA,1751,5.0,8.0,0,N,0,50.0,0.0,0.0,0.0,0.0
5116,2008,1,4,5,1339.0,1225,2113.0,2010,WN,505,N223WN,274.0,285.0,263.0,63.0,74.0,SAN,BWI,2295,4.0,7.0,0,N,0,0.0,0.0,0.0,0.0,63.0
5117,2008,1,4,5,1518.0,1305,1748.0,1545,WN,1156,N469WN,90.0,100.0,80.0,123.0,133.0,SAN,ELP,636,2.0,8.0,0,N,0,7.0,0.0,0.0,0.0,116.0
5118,2008,1,4,5,819.0,805,1311.0,1300,WN,588,N769SW,172.0,175.0,148.0,11.0,14.0,SAN,HOU,1312,3.0,21.0,0,N,0,,,,,
5120,2008,1,4,5,1628.0,1520,1733.0,1630,WN,156,N463WN,65.0,70.0,51.0,63.0,68.0,SAN,LAS,258,4.0,10.0,0,N,0,5.0,0.0,0.0,0.0,58.0
5122,2008,1,4,5,1118.0,1025,1227.0,1135,WN,213,N671SW,69.0,70.0,54.0,52.0,53.0,SAN,LAS,258,6.0,9.0,0,N,0,4.0,0.0,0.0,0.0,48.0
5124,2008,1,4,5,1738.0,1725,1842.0,1835,WN,415,N304SW,64.0,70.0,49.0,7.0,13.0,SAN,LAS,258,7.0,8.0,0,N,0,,,,,
5125,2008,1,4,5,1416.0,1355,1526.0,1505,WN,709,N761RR,70.0,70.0,52.0,21.0,21.0,SAN,LAS,258,5.0,13.0,0,N,0,2.0,0.0,0.0,0.0,19.0
5126,2008,1,4,5,1619.0,1555,1722.0,1705,WN,719,N234WN,63.0,70.0,51.0,17.0,24.0,SAN,LAS,258,5.0,7.0,0,N,0,1.0,0.0,0.0,0.0,16.0
5127,2008,1,4,5,1806.0,1800,1910.0,1910,WN,802,N209WN,64.0,70.0,49.0,0.0,6.0,SAN,LAS,258,6.0,9.0,0,N,0,,,,,
5128,2008,1,4,5,2038.0,2030,2202.0,2140,WN,1341,N482WN,84.0,70.0,52.0,22.0,8.0,SAN,LAS,258,21.0,11.0,0,N,0,0.0,0.0,14.0,0.0,8.0
5129,2008,1,4,5,1951.0,1900,2059.0,2010,WN,2273,N628SW,68.0,70.0,53.0,49.0,51.0,SAN,LAS,258,3.0,12.0,0,N,0,11.0,0.0,0.0,0.0,38.0
5130,2008,1,4,5,1707.0,1640,1811.0,1750,WN,2450,N700GS,64.0,70.0,48.0,21.0,27.0,SAN,LAS,258,5.0,11.0,0,N,0,2.0,0.0,0.0,0.0,19.0
5131,2008,1,4,5,2237.0,2120,2335.0,2230,WN,2816,N715SW,58.0,70.0,43.0,65.0,77.0,SAN,LAS,258,5.0,10.0,0,N,0,5.0,0.0,0.0,0.0,60.0
5132,2008,1,4,5,1206.0,1200,1315.0,1315,WN,3835,N318SW,69.0,75.0,53.0,0.0,6.0,SAN,LAS,258,5.0,11.0,0,N,0,,,,,
5133,2008,1,4,5,945.0,915,1440.0,1420,WN,283,N492WN,175.0,185.0,159.0,20.0,30.0,SAN,MCI,1333,4.0,12.0,0,N,0,3.0,0.0,0.0,0.0,17.0
5134,2008,1,4,5,1910.0,1835,2356.0,2335,WN,318,N229WN,166.0,180.0,155.0,21.0,35.0,SAN,MCI,1333,3.0,8.0,0,N,0,1.0,0.0,0.0,0.0,20.0
5137,2008,1,4,5,1911.0,1855,43.0,40,WN,3065,N426WN,212.0,225.0,196.0,3.0,16.0,SAN,MDW,1728,5.0,11.0,0,N,0,,,,,
5139,2008,1,4,5,1904.0,1610,39.0,2200,WN,3662,N749SW,215.0,230.0,203.0,159.0,174.0,SAN,MDW,1728,4.0,8.0,0,N,0,2.0,0.0,0.0,0.0,157.0
5140,2008,1,4,5,1437.0,1330,1605.0,1455,WN,78,N455WN,88.0,85.0,69.0,70.0,67.0,SAN,OAK,446,6.0,13.0,0,N,0,0.0,0.0,3.0,0.0,67.0
5141,2008,1,4,5,1131.0,1120,1320.0,1250,WN,493,N709SW,109.0,90.0,91.0,30.0,11.0,SAN,OAK,446,6.0,12.0,0,N,0,5.0,0.0,19.0,0.0,6.0
5142,2008,1,4,5,1940.0,1925,2125.0,2055,WN,644,N475WN,105.0,90.0,72.0,30.0,15.0,SAN,OAK,446,19.0,14.0,0,N,0,0.0,0.0,15.0,0.0,15.0
5143,2008,1,4,5,1720.0,1705,1856.0,1835,WN,687,N665WN,96.0,90.0,73.0,21.0,15.0,SAN,OAK,446,8.0,15.0,0,N,0,15.0,0.0,6.0,0.0,0.0
5147,2008,1,4,5,1441.0,1430,1628.0,1555,WN,1112,N433LV,107.0,85.0,68.0,33.0,11.0,SAN,OAK,446,27.0,12.0,0,N,0,0.0,0.0,33.0,0.0,0.0
5151,2008,1,4,5,1354.0,1255,1524.0,1425,WN,1314,N780SW,90.0,90.0,71.0,59.0,59.0,SAN,OAK,446,8.0,11.0,0,N,0,0.0,0.0,54.0,0.0,5.0
5152,2008,1,4,5,933.0,925,1111.0,1055,WN,1599,N792SW,98.0,90.0,85.0,16.0,8.0,SAN,OAK,446,4.0,9.0,0,N,0,8.0,0.0,8.0,0.0,0.0
5153,2008,1,4,5,1804.0,1740,1949.0,1910,WN,2612,N434WN,105.0,90.0,71.0,39.0,24.0,SAN,OAK,446,21.0,13.0,0,N,0,0.0,0.0,15.0,0.0,24.0
5154,2008,1,4,5,1839.0,1810,2008.0,1940,WN,2971,N433LV,89.0,90.0,71.0,28.0,29.0,SAN,OAK,446,7.0,11.0,0,N,0,0.0,0.0,0.0,0.0,28.0
5155,2008,1,4,5,1106.0,1050,1300.0,1220,WN,3502,N392SW,114.0,90.0,95.0,40.0,16.0,SAN,OAK,446,5.0,14.0,0,N,0,12.0,0.0,24.0,0.0,4.0
5157,2008,1,4,5,1216.0,1200,1349.0,1330,WN,3679,N495WN,93.0,90.0,73.0,19.0,16.0,SAN,OAK,446,4.0,16.0,0,N,0,2.0,0.0,3.0,0.0,14.0
5158,2008,1,4,5,2003.0,1945,2202.0,2155,WN,114,N698SW,59.0,70.0,46.0,7.0,18.0,SAN,PHX,304,5.0,8.0,0,N,0,,,,,
5159,2008,1,4,5,1344.0,1235,1543.0,1445,WN,316,N343SW,59.0,70.0,44.0,58.0,69.0,SAN,PHX,304,5.0,10.0,0,N,0,2.0,0.0,0.0,0.0,56.0
5161,2008,1,4,5,1028.0,1005,1227.0,1215,WN,342,N324SW,59.0,70.0,48.0,12.0,23.0,SAN,PHX,304,4.0,7.0,0,N,0,,,,,
5162,2008,1,4,5,1632.0,1610,1837.0,1820,WN,410,N618WN,65.0,70.0,51.0,17.0,22.0,SAN,PHX,304,7.0,7.0,0,N,0,0.0,0.0,0.0,0.0,17.0
5165,2008,1,4,5,2255.0,2140,49.0,2345,WN,943,N768SW,54.0,65.0,43.0,64.0,75.0,SAN,PHX,304,4.0,7.0,0,N,0,0.0,0.0,0.0,0.0,64.0
5166,2008,1,4,5,1157.0,1145,1358.0,1355,WN,1022,N449WN,61.0,70.0,46.0,3.0,12.0,SAN,PHX,304,5.0,10.0,0,N,0,,,,,
5167,2008,1,4,5,1531.0,1415,1730.0,1625,WN,1684,N403WN,59.0,70.0,46.0,65.0,76.0,SAN,PHX,304,3.0,10.0,0,N,0,5.0,0.0,0.0,0.0,60.0
5168,2008,1,4,5,2220.0,2050,17.0,2255,WN,2092,N611SW,57.0,65.0,42.0,82.0,90.0,SAN,PHX,304,3.0,12.0,0,N,0,0.0,0.0,0.0,0.0,82.0
5169,2008,1,4,5,1754.0,1720,2006.0,1935,WN,2268,N651SW,72.0,75.0,50.0,31.0,34.0,SAN,PHX,304,7.0,15.0,0,N,0,0.0,0.0,0.0,0.0,31.0
5171,2008,1,4,5,1904.0,1800,2110.0,2010,WN,3669,N359SW,66.0,70.0,50.0,60.0,64.0,SAN,PHX,304,5.0,11.0,0,N,0,0.0,0.0,0.0,0.0,60.0
5173,2008,1,4,5,1832.0,1755,,1935,WN,1511,N259WN,,100.0,,,37.0,SAN,RNO,488,,8.0,0,N,1,,,,,
5174,2008,1,4,5,1113.0,1105,1536.0,1540,WN,832,N489WN,143.0,155.0,131.0,-4.0,8.0,SAN,SAT,1129,3.0,9.0,0,N,0,,,,,
5175,2008,1,4,5,1553.0,1440,1729.0,1620,WN,123,N752SW,96.0,100.0,76.0,69.0,73.0,SAN,SFO,447,9.0,11.0,0,N,0,41.0,0.0,0.0,0.0,28.0
5176,2008,1,4,5,2215.0,2110,2338.0,2250,WN,381,N251WN,83.0,100.0,72.0,48.0,65.0,SAN,SFO,447,4.0,7.0,0,N,0,0.0,0.0,10.0,0.0,38.0
5177,2008,1,4,5,1815.0,1720,1939.0,1900,WN,458,N268WN,84.0,100.0,69.0,39.0,55.0,SAN,SFO,447,5.0,10.0,0,N,0,0.0,0.0,35.0,0.0,4.0
5178,2008,1,4,5,1515.0,1230,1658.0,1410,WN,585,N672SW,103.0,100.0,84.0,168.0,165.0,SAN,SFO,447,5.0,14.0,0,N,0,0.0,0.0,151.0,0.0,17.0
5183,2008,1,4,5,1001.0,950,1124.0,1110,WN,67,N208WN,83.0,80.0,70.0,14.0,11.0,SAN,SJC,417,4.0,9.0,0,N,0,,,,,
5185,2008,1,4,5,1447.0,1430,1603.0,1550,WN,392,N264LV,76.0,80.0,63.0,13.0,17.0,SAN,SJC,417,4.0,9.0,0,N,0,,,,,
5186,2008,1,4,5,1120.0,1110,1244.0,1235,WN,635,N466WN,84.0,85.0,69.0,9.0,10.0,SAN,SJC,417,5.0,10.0,0,N,0,,,,,
5188,2008,1,4,5,1905.0,1855,2025.0,2015,WN,1209,N394SW,80.0,80.0,67.0,10.0,10.0,SAN,SJC,417,3.0,10.0,0,N,0,,,,,
5190,2008,1,4,5,1726.0,1650,1850.0,1810,WN,1600,N391SW,84.0,80.0,70.0,40.0,36.0,SAN,SJC,417,3.0,11.0,0,N,0,1.0,0.0,4.0,0.0,35.0
5191,2008,1,4,5,1350.0,1305,1513.0,1425,WN,2965,N641SW,83.0,80.0,64.0,48.0,45.0,SAN,SJC,417,6.0,13.0,0,N,0,0.0,0.0,44.0,0.0,4.0
5194,2008,1,4,5,1345.0,1230,1513.0,1405,WN,72,N487WN,88.0,95.0,76.0,68.0,75.0,SAN,SMF,480,4.0,8.0,0,N,0,0.0,38.0,0.0,0.0,30.0
5195,2008,1,4,5,1347.0,1340,1525.0,1515,WN,137,N304SW,98.0,95.0,80.0,10.0,7.0,SAN,SMF,480,4.0,14.0,0,N,0,,,,,
5197,2008,1,4,5,1558.0,1530,1747.0,1700,WN,299,N472WN,109.0,90.0,75.0,47.0,28.0,SAN,SMF,480,7.0,27.0,0,N,0,0.0,7.0,19.0,0.0,21.0
5198,2008,1,4,5,1703.0,1620,1832.0,1750,WN,372,N411WN,89.0,90.0,73.0,42.0,43.0,SAN,SMF,480,3.0,13.0,0,N,0,0.0,0.0,0.0,0.0,42.0
5199,2008,1,4,5,2113.0,1930,2248.0,2105,WN,574,N286WN,95.0,95.0,79.0,103.0,103.0,SAN,SMF,480,5.0,11.0,0,N,0,0.0,0.0,0.0,0.0,103.0
5200,2008,1,4,5,1142.0,1115,1313.0,1250,WN,1010,N741SA,91.0,95.0,79.0,23.0,27.0,SAN,SMF,480,4.0,8.0,0,N,0,0.0,3.0,0.0,0.0,20.0
5202,2008,1,4,5,2156.0,2150,2327.0,2320,WN,1320,N429WN,91.0,90.0,77.0,7.0,6.0,SAN,SMF,480,4.0,10.0,0,N,0,,,,,
5204,2008,1,4,5,1141.0,1000,1325.0,1135,WN,2298,N600WN,104.0,95.0,91.0,110.0,101.0,SAN,SMF,480,5.0,8.0,0,N,0,0.0,0.0,110.0,0.0,0.0
5205,2008,1,4,5,2118.0,1815,2249.0,1950,WN,3600,N348SW,91.0,95.0,77.0,179.0,183.0,SAN,SMF,480,5.0,9.0,0,N,0,0.0,0.0,0.0,0.0,179.0
5206,2008,1,4,5,2122.0,2045,2257.0,2220,WN,3673,N665WN,95.0,95.0,79.0,37.0,37.0,SAN,SMF,480,6.0,10.0,0,N,0,0.0,0.0,0.0,0.0,37.0
5209,2008,1,4,5,1626.0,1505,1830.0,1715,WN,580,N643SW,64.0,70.0,51.0,75.0,81.0,SAN,TUS,367,3.0,10.0,0,N,0,0.0,0.0,0.0,0.0,75.0
5214,2008,1,4,5,1452.0,1435,1851.0,1840,WN,3419,N242WN,179.0,185.0,167.0,11.0,17.0,SAT,BWI,1407,4.0,8.0,0,N,0,,,,,
5222,2008,1,4,5,1759.0,1740,1900.0,1835,WN,2027,N387SW,61.0,55.0,49.0,25.0,19.0,SAT,DAL,248,4.0,8.0,0,N,0,19.0,0.0,6.0,0.0,0.0
5224,2008,1,4,5,1730.0,1710,1834.0,1805,WN,2624,N683SW,64.0,55.0,53.0,29.0,20.0,SAT,DAL,248,3.0,8.0,0,N,0,1.0,0.0,9.0,0.0,19.0
5225,2008,1,4,5,1418.0,1245,1519.0,1340,WN,2906,N795SW,61.0,55.0,46.0,99.0,93.0,SAT,DAL,248,5.0,10.0,0,N,0,0.0,0.0,6.0,0.0,93.0
5237,2008,1,4,5,1408.0,1400,1453.0,1450,WN,714,N246LV,45.0,50.0,34.0,3.0,8.0,SAT,HOU,192,2.0,9.0,0,N,0,,,,,
5238,2008,1,4,5,2023.0,1935,2101.0,2020,WN,2015,N401WN,38.0,45.0,30.0,41.0,48.0,SAT,HOU,192,2.0,6.0,0,N,0,0.0,0.0,0.0,0.0,41.0
5239,2008,1,4,5,1724.0,1620,1808.0,1710,WN,2174,N608SW,44.0,50.0,32.0,58.0,64.0,SAT,HOU,192,3.0,9.0,0,N,0,58.0,0.0,0.0,0.0,0.0
5243,2008,1,4,5,1841.0,1830,1926.0,1920,WN,1936,N791SW,45.0,50.0,36.0,6.0,11.0,SAT,HRL,233,2.0,7.0,0,N,0,,,,,
5245,2008,1,4,5,1931.0,1925,2032.0,2020,WN,1166,N395SW,181.0,175.0,161.0,12.0,6.0,SAT,LAS,1069,7.0,13.0,0,N,0,,,,,
5248,2008,1,4,5,1258.0,1245,1426.0,1405,WN,1609,N615SW,208.0,200.0,191.0,21.0,13.0,SAT,LAX,1210,9.0,8.0,0,N,0,13.0,0.0,8.0,0.0,0.0
5251,2008,1,4,5,1753.0,1720,2019.0,1950,WN,116,N349SW,146.0,150.0,129.0,29.0,33.0,SAT,MDW,1036,5.0,12.0,0,N,0,2.0,0.0,0.0,0.0,27.0
5258,2008,1,4,5,1247.0,1235,1604.0,1555,WN,327,N655WN,137.0,140.0,119.0,9.0,12.0,SAT,TPA,972,5.0,13.0,0,N,0,,,,,
5263,2008,1,4,5,657.0,650,817.0,815,WN,1773,N764SW,80.0,85.0,72.0,2.0,7.0,SDF,BWI,495,2.0,6.0,0,N,0,,,,,
5268,2008,1,4,5,1738.0,1730,1927.0,1935,WN,2808,N342SW,109.0,125.0,94.0,-8.0,8.0,SDF,MCO,718,8.0,7.0,0,N,0,,,,,
5270,2008,1,4,5,1731.0,1700,1729.0,1705,WN,718,N424WN,58.0,65.0,48.0,24.0,31.0,SDF,MDW,271,5.0,5.0,0,N,0,2.0,0.0,0.0,0.0,22.0
5276,2008,1,4,5,1711.0,1655,1714.0,1700,WN,977,N363SW,63.0,65.0,51.0,14.0,16.0,SDF,STL,254,4.0,8.0,0,N,0,,,,,
5281,2008,1,4,5,1427.0,1405,1808.0,1750,WN,972,N352SW,161.0,165.0,146.0,18.0,22.0,SEA,ABQ,1180,5.0,10.0,0,N,0,11.0,0.0,0.0,0.0,7.0
5284,2008,1,4,5,2021.0,1950,2234.0,2205,WN,336,N645SW,73.0,75.0,61.0,29.0,31.0,SEA,BOI,399,2.0,10.0,0,N,0,16.0,0.0,0.0,0.0,13.0
5287,2008,1,4,5,1954.0,1925,2325.0,2300,WN,1158,N699SW,151.0,155.0,135.0,25.0,29.0,SEA,DEN,1024,6.0,10.0,0,N,0,0.0,0.0,0.0,0.0,25.0
5288,2008,1,4,5,1511.0,1425,1841.0,1800,WN,1568,N735SA,150.0,155.0,126.0,41.0,46.0,SEA,DEN,1024,7.0,17.0,0,N,0,34.0,0.0,0.0,0.0,7.0
5290,2008,1,4,5,1414.0,1215,1508.0,1310,WN,337,N419WN,54.0,55.0,37.0,118.0,119.0,SEA,GEG,224,4.0,13.0,0,N,0,2.0,0.0,0.0,0.0,116.0
5291,2008,1,4,5,2119.0,2010,2216.0,2105,WN,775,N487WN,57.0,55.0,37.0,71.0,69.0,SEA,GEG,224,5.0,15.0,0,N,0,0.0,0.0,2.0,0.0,69.0
5292,2008,1,4,5,1712.0,1640,1802.0,1735,WN,1682,N270WN,50.0,55.0,37.0,27.0,32.0,SEA,GEG,224,3.0,10.0,0,N,0,0.0,0.0,0.0,0.0,27.0
5293,2008,1,4,5,856.0,850,951.0,945,WN,2471,N705SW,55.0,55.0,37.0,6.0,6.0,SEA,GEG,224,4.0,14.0,0,N,0,,,,,
5294,2008,1,4,5,1455.0,1445,1731.0,1710,WN,559,N506SW,156.0,145.0,135.0,21.0,10.0,SEA,LAS,866,8.0,13.0,0,N,0,9.0,0.0,11.0,0.0,1.0
5295,2008,1,4,5,1857.0,1840,2127.0,2105,WN,2211,N312SW,150.0,145.0,130.0,22.0,17.0,SEA,LAS,866,4.0,16.0,0,N,0,4.0,0.0,5.0,0.0,13.0
5296,2008,1,4,5,1133.0,1125,1400.0,1350,WN,2357,N234WN,147.0,145.0,130.0,10.0,8.0,SEA,LAS,866,5.0,12.0,0,N,0,,,,,
5298,2008,1,4,5,1306.0,1300,1828.0,1825,WN,730,N398SW,202.0,205.0,181.0,3.0,6.0,SEA,MCI,1489,4.0,17.0,0,N,0,,,,,
5300,2008,1,4,5,1457.0,1345,2045.0,1935,WN,1189,N755SA,228.0,230.0,207.0,70.0,72.0,SEA,MDW,1733,4.0,17.0,0,N,0,47.0,0.0,0.0,0.0,23.0
5303,2008,1,4,5,1808.0,1730,2021.0,1935,WN,252,N641SW,133.0,125.0,110.0,46.0,38.0,SEA,OAK,671,9.0,14.0,0,N,0,0.0,0.0,8.0,0.0,38.0
5304,2008,1,4,5,1217.0,1210,1430.0,1415,WN,481,N779SW,133.0,125.0,111.0,15.0,7.0,SEA,OAK,671,7.0,15.0,0,N,0,7.0,0.0,8.0,0.0,0.0
5305,2008,1,4,5,1028.0,1020,1243.0,1225,WN,898,N613SW,135.0,125.0,114.0,18.0,8.0,SEA,OAK,671,5.0,16.0,0,N,0,8.0,0.0,10.0,0.0,0.0
5307,2008,1,4,5,2142.0,2100,2345.0,2305,WN,1687,N391SW,123.0,125.0,106.0,40.0,42.0,SEA,OAK,671,7.0,10.0,0,N,0,9.0,0.0,0.0,0.0,31.0
5308,2008,1,4,5,1550.0,1540,1754.0,1745,WN,3402,N741SA,124.0,125.0,107.0,9.0,10.0,SEA,OAK,671,5.0,12.0,0,N,0,,,,,
5309,2008,1,4,5,1908.0,1825,2120.0,2030,WN,3589,N392SW,132.0,125.0,109.0,50.0,43.0,SEA,OAK,671,7.0,16.0,0,N,0,12.0,0.0,7.0,0.0,31.0
5311,2008,1,4,5,1802.0,1745,2155.0,2130,WN,408,N318SW,173.0,165.0,156.0,25.0,17.0,SEA,PHX,1107,6.0,11.0,0,N,0,6.0,0.0,8.0,0.0,11.0
5312,2008,1,4,5,1038.0,1030,1423.0,1420,WN,2374,N344SW,165.0,170.0,149.0,3.0,8.0,SEA,PHX,1107,4.0,12.0,0,N,0,,,,,
5314,2008,1,4,5,2027.0,1955,2203.0,2135,WN,1017,N240WN,96.0,100.0,80.0,28.0,32.0,SEA,RNO,564,6.0,10.0,0,N,0,0.0,25.0,0.0,0.0,3.0
5320,2008,1,4,5,1411.0,1400,1700.0,1655,WN,1214,N283WN,109.0,115.0,94.0,5.0,11.0,SEA,SLC,689,3.0,12.0,0,N,0,,,,,
5321,2008,1,4,5,1836.0,1820,2132.0,2110,WN,1747,N355SW,116.0,110.0,98.0,22.0,16.0,SEA,SLC,689,3.0,15.0,0,N,0,10.0,0.0,6.0,0.0,6.0
5322,2008,1,4,5,1132.0,1100,1350.0,1245,WN,73,N679AA,138.0,105.0,103.0,65.0,32.0,SEA,SMF,605,24.0,11.0,0,N,0,0.0,0.0,65.0,0.0,0.0
5326,2008,1,4,5,1933.0,1925,2111.0,2110,WN,2467,N441WN,98.0,105.0,85.0,1.0,8.0,SEA,SMF,605,3.0,10.0,0,N,0,,,,,
5327,2008,1,4,5,1957.0,1925,2122.0,2055,WN,632,N268WN,85.0,90.0,66.0,27.0,32.0,SFO,LAS,414,8.0,11.0,0,N,0,0.0,0.0,0.0,0.0,27.0
5330,2008,1,4,5,1727.0,1440,1851.0,1610,WN,1018,N672SW,84.0,90.0,61.0,161.0,167.0,SFO,LAS,414,5.0,18.0,0,N,0,0.0,0.0,0.0,0.0,161.0
5331,2008,1,4,5,905.0,845,1038.0,1015,WN,1285,N770SA,93.0,90.0,70.0,23.0,20.0,SFO,LAS,414,10.0,13.0,0,N,0,0.0,11.0,3.0,0.0,9.0
5332,2008,1,4,5,1914.0,1620,2039.0,1750,WN,1924,N478WN,85.0,90.0,67.0,169.0,174.0,SFO,LAS,414,7.0,11.0,0,N,0,0.0,0.0,3.0,0.0,166.0
5334,2008,1,4,5,1946.0,1805,2123.0,1930,WN,442,N901WN,97.0,85.0,57.0,113.0,101.0,SFO,LAX,337,25.0,15.0,0,N,0,0.0,70.0,12.0,0.0,31.0
5335,2008,1,4,5,922.0,850,1053.0,1025,WN,475,N284WN,91.0,95.0,50.0,28.0,32.0,SFO,LAX,337,25.0,16.0,0,N,0,7.0,0.0,0.0,0.0,21.0
5337,2008,1,4,5,1734.0,1615,1904.0,1740,WN,578,N284WN,90.0,85.0,55.0,84.0,79.0,SFO,LAX,337,17.0,18.0,0,N,0,68.0,0.0,5.0,0.0,11.0
5339,2008,1,4,5,2133.0,1955,2304.0,2120,WN,777,N284WN,91.0,85.0,63.0,104.0,98.0,SFO,LAX,337,6.0,22.0,0,N,0,0.0,0.0,6.0,0.0,98.0
5341,2008,1,4,5,1447.0,1430,1612.0,1555,WN,801,N901WN,85.0,85.0,56.0,17.0,17.0,SFO,LAX,337,6.0,23.0,0,N,0,17.0,0.0,0.0,0.0,0.0
5342,2008,1,4,5,1531.0,1310,2134.0,1920,WN,106,N491WN,243.0,250.0,206.0,134.0,141.0,SFO,MDW,1855,5.0,32.0,0,N,0,0.0,0.0,2.0,0.0,132.0
